State,City,Order_Date,Restaurant_Name,Location,Category,Dish_Name,Price_INR,Rating,Rating_Count
Karnataka,Mangalore,26-11-2025,Royal Kitchen,Central,South Indian,Vada,99,3.7,807
Tamil Nadu,Madurai,17-06-2025,KFC,East,Pizza,Pepper Paneer,149,5,1204
Rajasthan,Udaipur,17-07-2024,Food Junction,Banjara Hills,South Indian,Idli,199,4.1,987
Gujarat,Surat,12-06-2025,Subway,Andheri,Pizza,Pepper Paneer,199,4.6,1145
Uttar Pradesh,Noida,07-08-2025,Roll Nation,Central,Chinese,Fried Rice,249,3.9,4360
Delhi,New Delhi,21-03-2025,Domino's,West,Beverages,Cold Coffee,349,4.5,4797
West Bengal,Kolkata,03-08-2025,Food Junction,North,Burger,Cheese Burger,499,4,4411
Uttar Pradesh,Noida,21-08-2024,KFC,Sector 18,Beverages,Mango Shake,399,3.6,3100
Karnataka,Mangalore,17-05-2024,Burger King,East,Beverages,Cold Coffee,149,4.8,2107
Gujarat,Ahmedabad,03-07-2024,Royal Kitchen,Andheri,Beverages,Mango Shake,349,4.2,4212
Rajasthan,Udaipur,03-05-2024,Subway,North,Biryani,Hyderabadi Biryani,149,3.5,532
Karnataka,Mysuru,28-01-2024,KFC,Central,Dessert,Brownie,249,4.4,2749
Maharashtra,Mumbai,11-08-2024,Royal Kitchen,South,North Indian,Naan,499,4.6,4413
Maharashtra,Pune,15-08-2025,Burger King,West,Beverages,Mango Shake,499,5,643
Gujarat,Surat,26-01-2025,Spice Hub,Central,Pizza,Pepper Paneer,249,4.5,2624
Uttar Pradesh,Lucknow,24-10-2025,Roll Nation,Banjara Hills,Dessert,Brownie,199,5,2803
Karnataka,Mysuru,06-12-2024,Spice Hub,Sector 18,Beverages,Mango Shake,349,4.6,3118
Uttar Pradesh,Noida,14-03-2024,Spice Hub,Central,South Indian,Idli,499,3.5,2823
Delhi,New Delhi,06-08-2024,Biryani House,South,Biryani,Paneer Biryani,499,4.3,2630
Telangana,Hyderabad,04-11-2024,KFC,Banjara Hills,Chinese,Fried Rice,599,3.6,322
Delhi,New Delhi,30-03-2024,Cafe Aroma,Andheri,Pizza,Veg Farmhouse,199,3.8,3048
Telangana,Hyderabad,24-05-2025,Royal Kitchen,Banjara Hills,Beverages,Cold Coffee,149,3.6,2242
West Bengal,Kolkata,06-01-2025,Subway,North,South Indian,Vada,149,5,2185
Rajasthan,Jaipur,16-11-2024,Biryani House,MG Road,Dessert,Gulab Jamun,349,3.7,4620
Tamil Nadu,Coimbatore,29-07-2024,KFC,East,Pizza,Veg Farmhouse,399,4.9,3525
Uttar Pradesh,Kanpur,15-03-2024,Burger King,West,North Indian,Naan,199,3.7,3636
Tamil Nadu,Madurai,23-04-2025,Food Junction,MG Road,Chinese,Hakka Noodles,349,4.2,4347
Maharashtra,Nagpur,10-07-2025,Spice Hub,South,Dessert,Ice Cream,249,3.7,2571
Uttar Pradesh,Lucknow,08-06-2024,KFC,East,Burger,Veg Burger,599,3.9,4140
Gujarat,Surat,08-05-2025,KFC,MG Road,North Indian,Paneer Butter Masala,199,3.7,2263
Rajasthan,Jaipur,20-06-2024,KFC,MG Road,Chinese,Fried Rice,399,4.1,463
Delhi,New Delhi,29-06-2024,Subway,North,South Indian,Masala Dosa,149,4.6,151
Tamil Nadu,Coimbatore,14-08-2025,Domino's,Central,North Indian,Dal Makhani,699,4.2,1032
West Bengal,Siliguri,28-03-2024,Food Junction,Banjara Hills,Burger,Aloo Tikki Burger,299,4.2,3779
Karnataka,Bengaluru,01-10-2024,Pizza Hut,South,North Indian,Paneer Butter Masala,399,4,4050
Karnataka,Mangalore,22-09-2025,Pizza Hut,North,South Indian,Idli,499,3.5,3028
Madhya Pradesh,Indore,23-12-2025,Spice Hub,South,South Indian,Vada,99,4.1,662
Uttar Pradesh,Kanpur,06-06-2024,Spice Hub,East,Pizza,Margherita,499,4.6,4069
Karnataka,Bengaluru,01-08-2025,Subway,Central,Beverages,Mango Shake,249,4.2,4756
West Bengal,Siliguri,20-05-2025,Cafe Aroma,Sector 18,Chinese,Hakka Noodles,299,4.4,2090
Delhi,New Delhi,09-10-2024,Tandoori Treat,MG Road,Pizza,Pepper Paneer,299,4.2,4233
Delhi,New Delhi,03-03-2024,Royal Kitchen,Banjara Hills,Burger,Aloo Tikki Burger,349,4.6,3955
Uttar Pradesh,Kanpur,27-02-2025,Domino's,Koramangala,South Indian,Masala Dosa,699,4.7,696
Gujarat,Surat,18-06-2024,Food Junction,West,Burger,Aloo Tikki Burger,149,4.9,2084
Uttar Pradesh,Lucknow,03-07-2025,Food Junction,Andheri,Dessert,Ice Cream,699,5,3187
Gujarat,Vadodara,03-02-2025,Roll Nation,North,Burger,Cheese Burger,249,5,931
Rajasthan,Udaipur,20-09-2024,Pizza Hut,South,Biryani,Paneer Biryani,349,4.5,582
Rajasthan,Udaipur,29-12-2025,Subway,Sector 18,Beverages,Lassi,599,4.3,3077
Gujarat,Surat,31-01-2025,KFC,East,North Indian,Paneer Butter Masala,349,4.4,2457
Telangana,Hyderabad,12-10-2025,Subway,MG Road,Beverages,Cold Coffee,149,3.9,1908
Rajasthan,Jaipur,02-01-2025,Spice Hub,North,Biryani,Hyderabadi Biryani,99,4.7,476
Madhya Pradesh,Indore,18-04-2024,Subway,East,South Indian,Masala Dosa,299,4.7,4874
Delhi,New Delhi,22-05-2024,Spice Hub,Andheri,Pizza,Pepper Paneer,599,4.9,4219
Delhi,New Delhi,16-04-2025,Roll Nation,East,Chinese,Hakka Noodles,699,4.5,2865
Karnataka,Bengaluru,21-07-2025,Domino's,Koramangala,Pizza,Margherita,149,3.8,4963
Madhya Pradesh,Bhopal,22-05-2025,Biryani House,Central,North Indian,Naan,499,4.6,2711
Tamil Nadu,Coimbatore,14-02-2025,Food Junction,Koramangala,Biryani,Paneer Biryani,249,4.8,576
Gujarat,Vadodara,03-08-2025,Roll Nation,Andheri,Chinese,Fried Rice,399,3.7,1997
Maharashtra,Mumbai,15-03-2025,Domino's,Andheri,Chinese,Fried Rice,599,4.3,3048
Gujarat,Surat,20-01-2025,Subway,Central,North Indian,Naan,149,4.2,2898
Telangana,Warangal,25-04-2025,KFC,South,Burger,Aloo Tikki Burger,149,4.8,1809
Gujarat,Vadodara,12-05-2024,Pizza Hut,Central,Dessert,Gulab Jamun,499,4.5,4878
Telangana,Hyderabad,22-03-2024,Pizza Hut,Banjara Hills,Dessert,Gulab Jamun,699,3.7,1561
Karnataka,Bengaluru,25-06-2024,Royal Kitchen,Central,Burger,Veg Burger,499,4.8,1121
Madhya Pradesh,Bhopal,04-09-2024,Pizza Hut,West,Pizza,Pepper Paneer,99,4.9,4179
Uttar Pradesh,Lucknow,02-05-2025,Burger King,North,Beverages,Cold Coffee,349,3.9,2203
Madhya Pradesh,Indore,12-07-2024,Subway,Koramangala,Chinese,Hakka Noodles,199,4,4398
Maharashtra,Mumbai,21-12-2024,Food Junction,Banjara Hills,Dessert,Ice Cream,99,4.4,4778
Delhi,New Delhi,14-08-2024,Spice Hub,Central,Dessert,Brownie,299,3.8,4589
Uttar Pradesh,Lucknow,20-02-2025,Biryani House,East,Pizza,Veg Farmhouse,149,4.5,1692
Karnataka,Bengaluru,20-09-2024,Roll Nation,Central,Dessert,Ice Cream,399,3.9,3167
Karnataka,Bengaluru,19-05-2024,Cafe Aroma,MG Road,Beverages,Cold Coffee,399,4.6,2239
Gujarat,Ahmedabad,15-04-2025,Subway,South,South Indian,Vada,249,4.9,3341
Tamil Nadu,Coimbatore,31-03-2025,Royal Kitchen,MG Road,Pizza,Margherita,249,3.5,46
Maharashtra,Pune,18-08-2025,Food Junction,Sector 18,Beverages,Lassi,99,4.2,1164
West Bengal,Kolkata,20-04-2024,Spice Hub,Banjara Hills,Dessert,Gulab Jamun,349,4,1731
Tamil Nadu,Chennai,07-11-2025,Burger King,MG Road,Chinese,Hakka Noodles,99,3.6,3580
Tamil Nadu,Madurai,02-09-2024,Food Junction,Sector 18,Pizza,Veg Farmhouse,299,3.9,1539
Karnataka,Mysuru,21-07-2025,Royal Kitchen,Central,Chinese,Fried Rice,399,3.5,824
Rajasthan,Udaipur,07-03-2024,Royal Kitchen,Andheri,Biryani,Veg Biryani,399,3.7,1162
Gujarat,Surat,22-05-2025,Cafe Aroma,Andheri,Burger,Aloo Tikki Burger,99,3.8,2285
Maharashtra,Pune,20-02-2024,Food Junction,South,Chinese,Manchurian,199,3.9,1673
Gujarat,Ahmedabad,04-12-2024,Food Junction,Banjara Hills,Biryani,Hyderabadi Biryani,149,3.7,2230
Tamil Nadu,Chennai,25-11-2024,KFC,South,South Indian,Idli,149,5,1225
Telangana,Hyderabad,09-03-2025,Royal Kitchen,Andheri,Dessert,Gulab Jamun,299,3.8,310
Delhi,New Delhi,23-03-2024,Biryani House,North,Chinese,Fried Rice,299,3.8,209
Madhya Pradesh,Indore,11-02-2025,Domino's,Central,Chinese,Fried Rice,699,3.7,2142
West Bengal,Siliguri,03-05-2024,Royal Kitchen,Central,Dessert,Ice Cream,349,4.1,3327
Rajasthan,Jaipur,17-06-2024,Food Junction,Andheri,Burger,Veg Burger,149,4.3,4624
Delhi,New Delhi,24-11-2025,Pizza Hut,MG Road,Pizza,Margherita,299,4.8,1223
Madhya Pradesh,Bhopal,05-04-2025,Tandoori Treat,MG Road,Chinese,Hakka Noodles,199,3.5,282
West Bengal,Siliguri,02-11-2024,Roll Nation,Koramangala,Beverages,Cold Coffee,99,4.1,3830
Telangana,Warangal,18-01-2025,Tandoori Treat,Banjara Hills,North Indian,Naan,299,4,1094
Telangana,Hyderabad,27-07-2024,Domino's,Koramangala,Dessert,Brownie,499,3.7,751
Gujarat,Vadodara,05-03-2024,Spice Hub,East,Biryani,Paneer Biryani,299,3.5,147
Uttar Pradesh,Lucknow,15-11-2024,Biryani House,West,Pizza,Veg Farmhouse,349,4,3825
Tamil Nadu,Coimbatore,21-06-2025,Biryani House,Central,Burger,Aloo Tikki Burger,199,3.7,148
Delhi,New Delhi,12-12-2024,Food Junction,Sector 18,Beverages,Cold Coffee,99,4,4875
West Bengal,Kolkata,10-08-2024,Burger King,MG Road,North Indian,Dal Makhani,99,4.6,540
West Bengal,Kolkata,13-06-2025,Burger King,Central,Dessert,Brownie,599,4.7,921
Uttar Pradesh,Noida,02-08-2025,KFC,Banjara Hills,North Indian,Naan,199,3.9,4404
Telangana,Warangal,06-09-2025,Roll Nation,West,Pizza,Veg Farmhouse,499,4.7,2511
Tamil Nadu,Coimbatore,23-01-2025,Royal Kitchen,Andheri,Burger,Veg Burger,249,3.8,3278
Telangana,Hyderabad,29-08-2025,Food Junction,Central,Dessert,Brownie,699,4.2,4217
Uttar Pradesh,Kanpur,21-02-2024,Biryani House,Central,Chinese,Manchurian,699,4.8,3733
Rajasthan,Udaipur,18-07-2024,Roll Nation,Banjara Hills,Chinese,Hakka Noodles,299,4.1,1015
Uttar Pradesh,Noida,30-08-2024,Subway,West,Biryani,Paneer Biryani,199,3.5,4936
Madhya Pradesh,Bhopal,27-02-2025,Food Junction,North,Dessert,Gulab Jamun,499,4.5,51
Gujarat,Surat,20-09-2025,Subway,North,Beverages,Lassi,699,4.1,861
Madhya Pradesh,Bhopal,15-04-2024,Biryani House,East,Beverages,Cold Coffee,299,4.9,1333
Madhya Pradesh,Bhopal,25-09-2024,Royal Kitchen,Koramangala,North Indian,Naan,149,4.8,4046
Delhi,New Delhi,16-06-2025,KFC,West,North Indian,Naan,249,3.8,1950
West Bengal,Kolkata,09-06-2025,Subway,Banjara Hills,North Indian,Paneer Butter Masala,599,4.3,1742
Karnataka,Mangalore,07-07-2024,Pizza Hut,Banjara Hills,Beverages,Cold Coffee,349,5,4084
Uttar Pradesh,Kanpur,28-09-2024,Biryani House,Central,Pizza,Margherita,149,4.9,1525
Uttar Pradesh,Lucknow,27-05-2024,Domino's,South,Dessert,Brownie,699,4.5,3700
West Bengal,Kolkata,03-04-2025,KFC,East,North Indian,Paneer Butter Masala,599,3.5,3766
Gujarat,Ahmedabad,31-03-2025,Spice Hub,Sector 18,Pizza,Margherita,299,3.8,4424
West Bengal,Kolkata,21-01-2024,KFC,North,Beverages,Mango Shake,99,5,2560
Karnataka,Bengaluru,30-12-2025,Subway,Central,North Indian,Naan,349,4.2,361
Uttar Pradesh,Noida,24-03-2024,Spice Hub,Andheri,Pizza,Veg Farmhouse,399,4.3,4174
Delhi,New Delhi,14-04-2025,Biryani House,West,Pizza,Pepper Paneer,99,3.6,486
Karnataka,Mysuru,07-07-2025,Burger King,Central,Burger,Cheese Burger,599,4,521
Delhi,New Delhi,23-04-2025,Royal Kitchen,Banjara Hills,Beverages,Cold Coffee,99,3.9,4266
Tamil Nadu,Madurai,01-07-2025,Pizza Hut,Central,Burger,Aloo Tikki Burger,349,4.2,361
Madhya Pradesh,Bhopal,13-12-2025,Biryani House,South,North Indian,Dal Makhani,149,4.2,324
Madhya Pradesh,Bhopal,14-04-2024,Food Junction,Koramangala,Beverages,Cold Coffee,349,3.8,2188
Telangana,Hyderabad,26-02-2024,Royal Kitchen,Central,Biryani,Hyderabadi Biryani,499,4.8,97
Maharashtra,Pune,08-09-2024,Tandoori Treat,North,Chinese,Hakka Noodles,349,4.3,4426
Maharashtra,Mumbai,30-10-2024,Burger King,South,Beverages,Lassi,99,4,4401
Gujarat,Ahmedabad,03-11-2025,Royal Kitchen,Banjara Hills,Chinese,Manchurian,499,4,1614
Telangana,Hyderabad,10-12-2025,Domino's,Central,North Indian,Dal Makhani,99,3.5,168
Rajasthan,Jaipur,24-07-2025,Pizza Hut,East,Burger,Veg Burger,349,3.7,376
West Bengal,Siliguri,06-11-2024,Roll Nation,Andheri,North Indian,Naan,349,3.6,4755
Telangana,Warangal,07-05-2025,Spice Hub,East,Dessert,Ice Cream,699,3.8,3301
Rajasthan,Jaipur,11-07-2025,Biryani House,East,Chinese,Fried Rice,699,4.4,1370
West Bengal,Siliguri,19-07-2024,Pizza Hut,North,North Indian,Paneer Butter Masala,249,3.5,683
West Bengal,Siliguri,22-10-2024,Tandoori Treat,Andheri,Biryani,Paneer Biryani,499,3.9,4095
Tamil Nadu,Madurai,18-04-2025,Domino's,North,Beverages,Mango Shake,699,4,1510
Uttar Pradesh,Lucknow,23-02-2024,Royal Kitchen,Sector 18,Biryani,Paneer Biryani,699,4.7,2874
Tamil Nadu,Coimbatore,11-02-2025,Cafe Aroma,Sector 18,Pizza,Margherita,99,4.6,2160
Telangana,Hyderabad,12-07-2024,Tandoori Treat,Banjara Hills,Pizza,Margherita,699,3.5,4081
Gujarat,Vadodara,10-10-2024,Tandoori Treat,Sector 18,Burger,Cheese Burger,599,4.9,4810
Maharashtra,Nagpur,31-10-2024,Biryani House,Koramangala,Dessert,Ice Cream,499,4.8,1783
Tamil Nadu,Chennai,14-09-2025,Food Junction,West,Pizza,Veg Farmhouse,299,4.6,1462
Uttar Pradesh,Noida,10-03-2025,Food Junction,East,Chinese,Fried Rice,199,3.6,4114
Maharashtra,Mumbai,01-03-2024,Biryani House,South,Beverages,Mango Shake,599,4,3241
West Bengal,Kolkata,30-07-2025,KFC,MG Road,North Indian,Naan,199,4.2,324
Rajasthan,Udaipur,04-09-2024,KFC,West,Burger,Aloo Tikki Burger,299,3.5,2602
Delhi,New Delhi,21-12-2025,Spice Hub,Sector 18,Pizza,Pepper Paneer,99,4.8,1065
Maharashtra,Mumbai,07-01-2025,Domino's,South,Dessert,Gulab Jamun,199,5,2578
Uttar Pradesh,Noida,11-10-2024,Tandoori Treat,Sector 18,Burger,Cheese Burger,349,4.2,1059
Gujarat,Surat,23-02-2025,Spice Hub,East,North Indian,Dal Makhani,399,4.2,82
Delhi,New Delhi,24-05-2025,Pizza Hut,Sector 18,South Indian,Vada,199,4,1487
Karnataka,Mangalore,31-05-2024,Subway,North,Chinese,Manchurian,699,4.3,1285
West Bengal,Kolkata,23-09-2024,Royal Kitchen,Central,Pizza,Veg Farmhouse,99,4.3,1478
Madhya Pradesh,Bhopal,07-11-2025,Burger King,Andheri,Beverages,Mango Shake,499,4.2,1713
Karnataka,Mangalore,15-10-2024,Cafe Aroma,Central,Dessert,Gulab Jamun,249,4.8,4364
Maharashtra,Mumbai,16-03-2024,Royal Kitchen,Sector 18,Chinese,Fried Rice,199,3.6,849
Tamil Nadu,Chennai,28-11-2025,Tandoori Treat,Banjara Hills,North Indian,Paneer Butter Masala,249,3.8,2190
West Bengal,Siliguri,03-07-2025,Burger King,Sector 18,Biryani,Paneer Biryani,499,4.1,1567
Uttar Pradesh,Kanpur,20-02-2025,Tandoori Treat,Sector 18,South Indian,Vada,149,4.4,4592
West Bengal,Siliguri,30-03-2025,KFC,South,Burger,Veg Burger,399,3.9,4383
Maharashtra,Pune,12-01-2025,Royal Kitchen,West,Burger,Cheese Burger,499,4.5,2920
Madhya Pradesh,Bhopal,24-02-2024,Spice Hub,Koramangala,Burger,Cheese Burger,199,4.2,835
Karnataka,Mysuru,10-03-2025,Domino's,Andheri,Chinese,Fried Rice,99,4.4,755
Karnataka,Mangalore,06-03-2025,Cafe Aroma,Andheri,Beverages,Mango Shake,349,4.9,4987
Karnataka,Mangalore,23-12-2025,Tandoori Treat,East,Pizza,Veg Farmhouse,349,3.9,345
Karnataka,Bengaluru,23-02-2024,Subway,East,South Indian,Masala Dosa,349,4.1,849
Uttar Pradesh,Kanpur,19-11-2025,Food Junction,Koramangala,Chinese,Fried Rice,349,4.8,1331
Karnataka,Mysuru,09-12-2025,KFC,Koramangala,Dessert,Brownie,349,4.3,4843
Maharashtra,Mumbai,06-09-2024,KFC,Koramangala,Chinese,Hakka Noodles,149,4.4,2984
Gujarat,Vadodara,30-12-2024,Biryani House,North,Burger,Cheese Burger,149,4.9,3051
Gujarat,Ahmedabad,11-09-2024,Burger King,South,Chinese,Hakka Noodles,149,4.5,1774
Uttar Pradesh,Lucknow,05-03-2025,Tandoori Treat,North,Chinese,Fried Rice,599,4.5,527
Maharashtra,Pune,14-11-2024,Subway,Central,South Indian,Vada,699,3.8,3573
Gujarat,Vadodara,23-12-2025,Domino's,Koramangala,Beverages,Lassi,699,4,1161
Madhya Pradesh,Indore,17-01-2024,Food Junction,East,Biryani,Paneer Biryani,149,4.6,3576
Tamil Nadu,Coimbatore,07-03-2024,Food Junction,North,Burger,Aloo Tikki Burger,599,4.2,160
Delhi,New Delhi,13-07-2025,KFC,South,North Indian,Dal Makhani,699,4.2,3051
Gujarat,Surat,09-06-2024,Spice Hub,Sector 18,Dessert,Ice Cream,299,4.2,4105
Delhi,New Delhi,28-06-2025,Food Junction,MG Road,Biryani,Hyderabadi Biryani,699,4.8,2833
West Bengal,Siliguri,06-04-2024,Cafe Aroma,Banjara Hills,South Indian,Idli,199,4,4034
West Bengal,Kolkata,01-03-2025,Domino's,North,Burger,Veg Burger,599,4.2,1946
Maharashtra,Mumbai,12-03-2025,Spice Hub,North,North Indian,Paneer Butter Masala,249,4.6,4352
Telangana,Hyderabad,10-08-2025,Domino's,MG Road,Chinese,Hakka Noodles,299,3.7,302
Uttar Pradesh,Lucknow,27-10-2025,Biryani House,Sector 18,Dessert,Gulab Jamun,599,4,1878
Karnataka,Mysuru,19-05-2025,Royal Kitchen,MG Road,Chinese,Manchurian,299,3.9,4009
Rajasthan,Jaipur,14-11-2025,Royal Kitchen,South,South Indian,Vada,149,4.6,4818
Rajasthan,Jaipur,12-04-2024,KFC,MG Road,Dessert,Brownie,149,3.7,4126
Delhi,New Delhi,23-04-2024,Subway,Sector 18,South Indian,Vada,599,4.8,3264
Uttar Pradesh,Noida,23-01-2024,Burger King,Central,Beverages,Mango Shake,399,3.7,757
Rajasthan,Jaipur,02-01-2024,Burger King,West,Dessert,Gulab Jamun,499,5,1508
Rajasthan,Udaipur,16-04-2024,Spice Hub,East,North Indian,Paneer Butter Masala,499,4.1,4055
Tamil Nadu,Madurai,28-07-2025,Royal Kitchen,East,Beverages,Cold Coffee,149,4.8,1901
Madhya Pradesh,Bhopal,31-01-2024,Tandoori Treat,East,Burger,Cheese Burger,599,3.7,3276
Karnataka,Bengaluru,28-08-2024,Roll Nation,Central,Pizza,Margherita,499,3.7,2829
Uttar Pradesh,Lucknow,01-05-2024,Burger King,Banjara Hills,Chinese,Fried Rice,499,3.9,4827
Delhi,New Delhi,15-09-2024,Biryani House,East,South Indian,Idli,599,3.9,2269
Telangana,Warangal,20-01-2024,Food Junction,West,Biryani,Veg Biryani,349,4.7,475
Delhi,New Delhi,09-05-2024,Cafe Aroma,Banjara Hills,Chinese,Hakka Noodles,199,5,1068
Tamil Nadu,Madurai,02-09-2024,Roll Nation,East,Pizza,Pepper Paneer,399,3.9,2216
Uttar Pradesh,Noida,17-03-2024,Roll Nation,Andheri,Burger,Cheese Burger,249,4.9,2550
Telangana,Hyderabad,24-11-2024,Domino's,Banjara Hills,South Indian,Idli,99,4.6,96
Rajasthan,Jaipur,13-09-2024,Pizza Hut,South,Burger,Cheese Burger,249,3.7,2391
Rajasthan,Jaipur,20-10-2025,Domino's,Banjara Hills,Dessert,Ice Cream,99,4.4,3505
Telangana,Hyderabad,26-07-2025,KFC,Sector 18,Chinese,Manchurian,349,3.7,4008
Uttar Pradesh,Kanpur,01-08-2024,Tandoori Treat,North,Dessert,Ice Cream,399,3.6,4967
West Bengal,Kolkata,29-11-2024,Subway,MG Road,Pizza,Veg Farmhouse,299,3.9,3635
Delhi,New Delhi,19-08-2025,Roll Nation,Andheri,Burger,Aloo Tikki Burger,399,4.2,4222
Uttar Pradesh,Lucknow,07-11-2025,Roll Nation,North,Biryani,Hyderabadi Biryani,249,4.7,688
Karnataka,Mangalore,25-12-2025,Cafe Aroma,Andheri,Burger,Aloo Tikki Burger,699,4.6,356
Gujarat,Surat,10-07-2024,Royal Kitchen,Sector 18,Burger,Veg Burger,249,3.9,2880
Gujarat,Ahmedabad,04-09-2024,Domino's,MG Road,Beverages,Lassi,299,4.7,4488
Maharashtra,Pune,10-02-2024,Tandoori Treat,West,Dessert,Brownie,349,3.9,3055
Telangana,Warangal,21-10-2025,Tandoori Treat,Sector 18,North Indian,Dal Makhani,699,4,2326
West Bengal,Siliguri,02-06-2025,Tandoori Treat,MG Road,Biryani,Veg Biryani,99,4.9,2634
Tamil Nadu,Chennai,23-07-2024,KFC,Andheri,South Indian,Masala Dosa,399,4.6,1507
Rajasthan,Jaipur,17-05-2025,Food Junction,Sector 18,Pizza,Margherita,199,4.5,2494
Maharashtra,Mumbai,29-03-2024,Burger King,Banjara Hills,Biryani,Paneer Biryani,99,3.7,904
Tamil Nadu,Madurai,23-03-2025,Biryani House,Central,Chinese,Fried Rice,699,4.4,1934
Gujarat,Surat,16-03-2025,Biryani House,Central,Chinese,Manchurian,199,4.4,3048
Rajasthan,Udaipur,08-06-2025,Tandoori Treat,Central,Beverages,Cold Coffee,399,3.6,2374
Maharashtra,Nagpur,25-07-2025,Subway,Banjara Hills,Beverages,Cold Coffee,249,4.7,2127
Madhya Pradesh,Indore,24-05-2025,Biryani House,Koramangala,Burger,Veg Burger,99,4.6,2607
Madhya Pradesh,Indore,26-07-2024,Spice Hub,North,Burger,Aloo Tikki Burger,699,3.9,758
Madhya Pradesh,Bhopal,05-09-2024,Burger King,East,Dessert,Ice Cream,299,3.5,4107
Tamil Nadu,Chennai,11-06-2024,Tandoori Treat,South,Pizza,Veg Farmhouse,699,4.9,983
Tamil Nadu,Chennai,25-03-2025,Spice Hub,South,Biryani,Veg Biryani,399,4.5,1698
West Bengal,Kolkata,04-06-2024,Biryani House,Sector 18,Pizza,Veg Farmhouse,299,4.4,900
Uttar Pradesh,Kanpur,21-11-2025,Tandoori Treat,South,Burger,Aloo Tikki Burger,349,4.9,260
Gujarat,Vadodara,16-08-2024,Biryani House,South,Pizza,Pepper Paneer,399,4.6,2573
Rajasthan,Jaipur,19-08-2025,Pizza Hut,Banjara Hills,Beverages,Lassi,599,3.6,611
Maharashtra,Mumbai,24-09-2024,Food Junction,West,Dessert,Brownie,699,4.8,3729
Tamil Nadu,Madurai,02-03-2024,Pizza Hut,Koramangala,Biryani,Hyderabadi Biryani,299,3.9,1957
Madhya Pradesh,Bhopal,29-04-2025,Roll Nation,South,Chinese,Fried Rice,99,4.9,540
Gujarat,Ahmedabad,19-09-2025,Tandoori Treat,MG Road,South Indian,Vada,99,3.7,4674
Gujarat,Vadodara,14-04-2025,Tandoori Treat,South,North Indian,Naan,599,3.8,1895
Karnataka,Bengaluru,22-08-2024,Tandoori Treat,Andheri,Biryani,Veg Biryani,699,4.2,4401
Gujarat,Surat,17-12-2025,Subway,West,Biryani,Hyderabadi Biryani,299,5,2346
West Bengal,Siliguri,11-07-2025,Biryani House,North,Pizza,Pepper Paneer,199,3.6,3159
Rajasthan,Jaipur,19-02-2024,KFC,West,Biryani,Hyderabadi Biryani,299,3.6,535
Telangana,Warangal,20-05-2024,Biryani House,Central,Chinese,Hakka Noodles,299,3.6,3085
Telangana,Warangal,20-04-2024,Biryani House,Sector 18,North Indian,Naan,99,4.6,2315
Karnataka,Mangalore,29-03-2024,Burger King,Andheri,Beverages,Lassi,349,3.6,1164
Rajasthan,Udaipur,18-01-2025,Food Junction,Sector 18,Chinese,Hakka Noodles,299,4.4,713
Tamil Nadu,Coimbatore,23-02-2024,Biryani House,South,South Indian,Masala Dosa,699,4.3,2490
Gujarat,Ahmedabad,13-11-2025,Burger King,North,Dessert,Brownie,349,4.5,4570
Tamil Nadu,Chennai,09-09-2025,Tandoori Treat,West,Beverages,Cold Coffee,499,4.3,4266
Karnataka,Bengaluru,25-05-2024,KFC,North,South Indian,Idli,599,3.5,1837
West Bengal,Siliguri,10-06-2025,Burger King,Koramangala,Chinese,Hakka Noodles,699,4.7,1523
Karnataka,Mangalore,11-03-2025,Roll Nation,North,Pizza,Veg Farmhouse,99,3.8,1475
West Bengal,Kolkata,27-08-2024,Tandoori Treat,MG Road,Biryani,Paneer Biryani,399,4.5,1299
Gujarat,Vadodara,16-03-2024,Biryani House,Andheri,South Indian,Vada,399,3.6,4281
Maharashtra,Pune,15-12-2024,Food Junction,MG Road,Beverages,Lassi,699,4.1,3848
Tamil Nadu,Coimbatore,02-05-2024,Tandoori Treat,Sector 18,Burger,Veg Burger,99,4.4,2560
West Bengal,Siliguri,09-12-2024,Domino's,MG Road,Dessert,Ice Cream,699,3.8,4725
Tamil Nadu,Chennai,23-08-2025,Royal Kitchen,MG Road,Dessert,Ice Cream,249,3.7,4646
Tamil Nadu,Madurai,24-08-2024,Cafe Aroma,South,South Indian,Vada,599,3.8,4965
Gujarat,Surat,18-05-2025,Biryani House,Sector 18,Beverages,Mango Shake,699,4.1,2957
Madhya Pradesh,Bhopal,16-10-2025,Pizza Hut,West,Dessert,Gulab Jamun,599,3.9,2537
Karnataka,Mysuru,30-01-2024,Roll Nation,South,Burger,Cheese Burger,99,4,3089
Rajasthan,Udaipur,03-09-2025,Domino's,Banjara Hills,Pizza,Veg Farmhouse,149,5,2587
West Bengal,Siliguri,28-02-2025,Royal Kitchen,South,South Indian,Vada,249,4.5,1115
Maharashtra,Mumbai,21-08-2025,Spice Hub,East,Beverages,Lassi,249,4.3,4695
Delhi,New Delhi,12-05-2025,Royal Kitchen,West,Biryani,Veg Biryani,299,3.8,1332
Gujarat,Vadodara,21-09-2025,Cafe Aroma,North,Biryani,Hyderabadi Biryani,699,4.9,1945
Telangana,Hyderabad,06-03-2025,Food Junction,Banjara Hills,Dessert,Gulab Jamun,249,4.9,200
Gujarat,Vadodara,06-11-2025,Pizza Hut,Banjara Hills,Biryani,Veg Biryani,599,4.2,2611
